#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
AJO88280.1	71421.HI_0260	8.19e-134	379.0	COG0127@1|root,COG0127@2|Bacteria,1MUK5@1224|Proteobacteria,1S27C@1236|Gammaproteobacteria,1Y7H4@135625|Pasteurellales	135625|Pasteurellales	F	Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions	rdgB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009141,GO:0009143,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0047429,GO:0055086,GO:0071704,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576	3.6.1.66	ko:K02428	ko00230,map00230	-	R00426,R00720,R01855,R02100,R02720,R03531	RC00002	ko00000,ko00001,ko01000	-	-	-	Ham1p_like
AJO88281.1	1028803.GG9_1696	6.23e-177	493.0	COG3642@1|root,COG3642@2|Bacteria,1RDW7@1224|Proteobacteria,1S46R@1236|Gammaproteobacteria,1Y7FU@135625|Pasteurellales	135625|Pasteurellales	H	Catalyzes the ATP-dependent phosphorylation of the 3- deoxy-D-manno-octulosonic acid (Kdo) residue in Kdo-lipid IV(A) at the 4-OH position	kdkA	-	2.7.1.166	ko:K11211	ko00540,map00540	-	R09767	RC00002,RC00078	ko00000,ko00001,ko01000	-	-	-	Kdo
AJO88282.1	71421.HI_0261	3.24e-250	686.0	COG0859@1|root,COG0859@2|Bacteria,1MYZA@1224|Proteobacteria,1RR6K@1236|Gammaproteobacteria,1Y76Z@135625|Pasteurellales	135625|Pasteurellales	M	ADP-heptose LPS heptosyltransferase	opsX	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008713,GO:0008920,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016740,GO:0016757,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046401,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	-	ko:K12982	-	-	-	-	ko00000,ko01000,ko01003,ko01005	-	GT9	-	Glyco_transf_9
AJO88283.1	71421.HI_0262	0.0	1260.0	COG1629@1|root,COG4771@2|Bacteria,1MX42@1224|Proteobacteria,1RQ2K@1236|Gammaproteobacteria,1Y8D6@135625|Pasteurellales	135625|Pasteurellales	P	TonB dependent receptor	hxuC	-	-	ko:K16087	-	-	-	-	ko00000,ko02000	1.B.14.2	-	-	Plug,TonB_dep_Rec
AJO88284.1	71421.HI_0263	0.0	1022.0	COG2831@1|root,COG2831@2|Bacteria,1MWEC@1224|Proteobacteria,1RYVX@1236|Gammaproteobacteria,1Y88S@135625|Pasteurellales	135625|Pasteurellales	U	Haemolysin secretion/activation protein ShlB/FhaC/HecB	Z012_01720	GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	POTRA_2,ShlB
AJO88285.1	71421.HI_0264	0.0	1350.0	COG3210@1|root,COG3210@2|Bacteria,1MXIP@1224|Proteobacteria,1RSAX@1236|Gammaproteobacteria,1Y8EN@135625|Pasteurellales	135625|Pasteurellales	U	haemagglutination activity domain	Z012_01725	GO:0005575,GO:0005576	-	-	-	-	-	-	-	-	-	-	Haemagg_act
AJO88286.1	71421.HI_0265	1.9e-79	236.0	COG1539@1|root,COG1539@2|Bacteria,1MZ8Z@1224|Proteobacteria,1S9B2@1236|Gammaproteobacteria,1Y8UK@135625|Pasteurellales	135625|Pasteurellales	H	Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin	folB	-	1.13.11.81,4.1.2.25,5.1.99.8	ko:K01633	ko00790,ko01100,map00790,map01100	M00126,M00840	R03504,R11037,R11073	RC00721,RC00943,RC01479,RC03333,RC03334	ko00000,ko00001,ko00002,ko01000	-	-	-	FolB
AJO88287.1	1028803.GG9_1666	1.08e-140	397.0	COG0344@1|root,COG0344@2|Bacteria,1RD4Z@1224|Proteobacteria,1RN1J@1236|Gammaproteobacteria,1Y7UA@135625|Pasteurellales	135625|Pasteurellales	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	plsY	-	2.3.1.15	ko:K08591	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	G3P_acyltransf
AJO88288.1	71421.HI_0267	0.0	1058.0	COG3850@1|root,COG3850@2|Bacteria,1MWZT@1224|Proteobacteria,1RNPP@1236|Gammaproteobacteria,1Y7MU@135625|Pasteurellales	135625|Pasteurellales	T	Histidine kinase	narQ	-	2.7.13.3	ko:K07674	ko02020,map02020	M00472	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HAMP,HATPase_c,HisKA_3,PilJ
AJO88289.1	71421.HI_0268	3.66e-253	693.0	COG0812@1|root,COG0812@2|Bacteria,1MXDH@1224|Proteobacteria,1RNXK@1236|Gammaproteobacteria,1Y7GR@135625|Pasteurellales	135625|Pasteurellales	M	Cell wall formation	murB	-	1.3.1.98	ko:K00075	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R03191,R03192	RC02639	ko00000,ko00001,ko01000,ko01011	-	-	-	FAD_binding_4,MurB_C
AJO88290.1	1028805.GGC_0156	2.78e-65	199.0	COG4390@1|root,COG4390@2|Bacteria,1N0HI@1224|Proteobacteria,1T157@1236|Gammaproteobacteria,1Y90E@135625|Pasteurellales	135625|Pasteurellales	S	Uncharacterized protein conserved in bacteria (DUF2322)	Z012_04380	-	-	-	-	-	-	-	-	-	-	-	DUF2322
AJO88291.1	1028803.GG9_1662	2.69e-193	537.0	COG0568@1|root,COG0568@2|Bacteria,1MVWR@1224|Proteobacteria,1RMFR@1236|Gammaproteobacteria,1Y7NR@135625|Pasteurellales	135625|Pasteurellales	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is involved in regulation of expression of heat shock genes	rpoH	GO:0000988,GO:0000990,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0016020,GO:0016987,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043254,GO:0044087,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000142,GO:2001141	-	ko:K03089	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r1_2,Sigma70_r2,Sigma70_r4
AJO88292.1	1028805.GGC_0154	2.77e-221	610.0	COG0042@1|root,COG0042@2|Bacteria,1MUSM@1224|Proteobacteria,1RMMM@1236|Gammaproteobacteria,1Y6RY@135625|Pasteurellales	135625|Pasteurellales	J	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines. Specifically modifies U16 in tRNAs	dusC	-	-	ko:K05541	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Dus
AJO88293.1	1028805.GGC_0153	2.71e-201	558.0	COG1076@1|root,COG1076@2|Bacteria,1N270@1224|Proteobacteria,1RP0P@1236|Gammaproteobacteria,1Y73I@135625|Pasteurellales	135625|Pasteurellales	O	Regulatory DnaK co-chaperone. Direct interaction between DnaK and DjlA is needed for the induction of the wcaABCDE operon, involved in the synthesis of a colanic acid polysaccharide capsule, possibly through activation of the RcsB RcsC phosphotransfer signaling pathway. The colanic acid capsule may help the bacterium survive conditions outside the host	djlA	-	-	ko:K05801	-	-	-	-	ko00000,ko03110	-	-	-	DnaJ,TerB
AJO88294.1	71421.HI_0272	2.14e-147	415.0	COG0461@1|root,COG0461@2|Bacteria,1MW6F@1224|Proteobacteria,1RQYG@1236|Gammaproteobacteria,1Y7TE@135625|Pasteurellales	135625|Pasteurellales	F	Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)	pyrE	-	2.4.2.10	ko:K00762	ko00240,ko01100,map00240,map01100	M00051	R01870	RC00611	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyltran
AJO88295.1	1028803.GG9_1658	9e-166	464.0	COG0689@1|root,COG0689@2|Bacteria,1MVFZ@1224|Proteobacteria,1RNTB@1236|Gammaproteobacteria,1Y6VN@135625|Pasteurellales	135625|Pasteurellales	J	Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates	rph	GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016070,GO:0016072,GO:0016075,GO:0019439,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:1901360,GO:1901361,GO:1901575	2.7.7.56	ko:K00989	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	RNase_PH,RNase_PH_C
AJO88296.1	71421.HI_0274	0.0	973.0	COG0008@1|root,COG0008@2|Bacteria,1MUCR@1224|Proteobacteria,1RN3R@1236|Gammaproteobacteria,1Y71A@135625|Pasteurellales	135625|Pasteurellales	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)	gltX	-	6.1.1.17	ko:K01885	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	-	tRNA-synt_1c
AJO88297.1	71421.HI_0275	0.0	1080.0	COG1368@1|root,COG1368@2|Bacteria,1MXT1@1224|Proteobacteria,1RPX0@1236|Gammaproteobacteria,1Y843@135625|Pasteurellales	135625|Pasteurellales	M	Protein involved in catalytic activity, sulfuric ester hydrolase activity and metabolic process	-	GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016740,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0046401,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	-	-	-	-	-	-	-	-	-	-	Sulfatase
AJO88298.1	71421.HI_0276	5.72e-173	484.0	COG1295@1|root,COG1295@2|Bacteria,1QICW@1224|Proteobacteria,1RMKI@1236|Gammaproteobacteria,1Y7C3@135625|Pasteurellales	135625|Pasteurellales	S	UPF0761 membrane protein	rbn	-	-	ko:K07058	-	-	-	-	ko00000	-	-	-	Virul_fac_BrkB
AJO88299.1	71421.HI_0277	3.65e-109	314.0	COG3012@1|root,COG3012@2|Bacteria,1MZZK@1224|Proteobacteria,1S9FV@1236|Gammaproteobacteria,1Y8FM@135625|Pasteurellales	135625|Pasteurellales	S	Belongs to the UPF0225 family	-	-	-	ko:K09858	-	-	-	-	ko00000	-	-	-	SEC-C
AJO88300.1	1028803.GG9_1138	3.66e-147	415.0	COG2258@1|root,COG2258@2|Bacteria,1RAPM@1224|Proteobacteria,1RRB8@1236|Gammaproteobacteria,1Y8JJ@135625|Pasteurellales	135625|Pasteurellales	S	Protein involved in catalytic activity, molybdenum ion binding and pyridoxal phosphate binding	-	-	-	-	-	-	-	-	-	-	-	-	MOSC
AJO88301.1	1028803.GG9_1139	5.87e-178	496.0	COG2820@1|root,COG2820@2|Bacteria,1P0EC@1224|Proteobacteria,1RN3N@1236|Gammaproteobacteria,1Y6YB@135625|Pasteurellales	135625|Pasteurellales	F	Catalyzes the reversible phosphorylytic cleavage of uridine and deoxyuridine to uracil and ribose- or deoxyribose-1- phosphate. The produced molecules are then utilized as carbon and energy sources or in the rescue of pyrimidine bases for nucleotide synthesis	udp	-	2.4.2.3	ko:K00757	ko00240,ko00983,ko01100,map00240,map00983,map01100	-	R01876,R02484,R08229	RC00063	ko00000,ko00001,ko01000	-	-	-	PNP_UDP_1
AJO88302.1	71421.HI_0281	1.7e-298	816.0	COG0477@1|root,COG0477@2|Bacteria,1MU46@1224|Proteobacteria,1RMF0@1236|Gammaproteobacteria,1Y7CM@135625|Pasteurellales	135625|Pasteurellales	EGP	Protein involved in transporter activity, transmembrane transport and transport	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1,Sugar_tr
AJO88303.1	71421.HI_0282	2.38e-170	476.0	COG2267@1|root,COG2267@2|Bacteria,1QUFU@1224|Proteobacteria,1T1XG@1236|Gammaproteobacteria,1Y7SP@135625|Pasteurellales	135625|Pasteurellales	H	Catalyzes a proton abstraction reaction that results in 2,5-elimination of pyruvate from 2-succinyl-5-enolpyruvyl-6- hydroxy-3-cyclohexene-1-carboxylate (SEPHCHC) and the formation of 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate (SHCHC)	menH	-	4.2.99.20	ko:K08680	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R08166	RC02148,RC02475	ko00000,ko00001,ko00002,ko01000	-	-	-	Abhydrolase_1
AJO88304.1	1028805.GGC_0675	0.0	1138.0	COG1165@1|root,COG1165@2|Bacteria,1MVMZ@1224|Proteobacteria,1RNRS@1236|Gammaproteobacteria,1Y78C@135625|Pasteurellales	135625|Pasteurellales	H	Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC)	menD	-	2.2.1.9	ko:K02551	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R08165	RC02186	ko00000,ko00001,ko00002,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_M_2,TPP_enzyme_N
AJO88305.1	71421.HI_0285	9.13e-304	828.0	COG1169@1|root,COG1169@2|Bacteria,1MVB7@1224|Proteobacteria,1RNSR@1236|Gammaproteobacteria,1Y83B@135625|Pasteurellales	135625|Pasteurellales	H	Catalyzes the conversion of chorismate to isochorismate	menF	GO:0000162,GO:0003674,GO:0003824,GO:0004049,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005950,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016833,GO:0018130,GO:0019438,GO:0019752,GO:0032991,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494	5.4.4.2	ko:K02552	ko00130,ko01053,ko01100,ko01110,ko01130,map00130,map01053,map01100,map01110,map01130	M00116	R01717	RC00588	ko00000,ko00001,ko00002,ko01000	-	-	-	Chorismate_bind
AJO88306.1	1028805.GGC_0672	2.06e-300	818.0	COG0436@1|root,COG0436@2|Bacteria,1MW0Z@1224|Proteobacteria,1RN5B@1236|Gammaproteobacteria,1Y6YQ@135625|Pasteurellales	135625|Pasteurellales	E	Aminotransferase	Z012_07515	GO:0003674,GO:0003824,GO:0004021,GO:0006082,GO:0006520,GO:0006522,GO:0006523,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009078,GO:0009079,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0019752,GO:0030632,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046144,GO:0046145,GO:0046394,GO:0046416,GO:0046436,GO:0046437,GO:0047635,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.6.1.2,2.6.1.66	ko:K14260	ko00220,ko00250,ko00290,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00290,map01100,map01110,map01130,map01210,map01230	-	R00258,R01215	RC00006,RC00008,RC00036	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
AJO88307.1	71421.HI_0287	1.74e-290	794.0	COG0814@1|root,COG0814@2|Bacteria,1MWGI@1224|Proteobacteria,1RMME@1236|Gammaproteobacteria,1Y7JI@135625|Pasteurellales	135625|Pasteurellales	U	Protein involved in amino acid transmembrane transporter activity, aromatic amino acid transmembrane transporter activity, amino acid transport, aromatic amino acid transport and transmembrane transport	mtr	GO:0003333,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0015291,GO:0015293,GO:0015711,GO:0015849,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098656,GO:1903825,GO:1905039	-	ko:K03835	-	-	-	-	ko00000,ko02000	2.A.42.1.2	-	-	Trp_Tyr_perm
AJO88308.1	71421.HI_0288	0.0	909.0	COG1760@1|root,COG1760@2|Bacteria,1MUZN@1224|Proteobacteria,1RMJZ@1236|Gammaproteobacteria,1Y744@135625|Pasteurellales	135625|Pasteurellales	E	L-serine dehydratase	sdaA	GO:0003674,GO:0003824,GO:0003941,GO:0016829,GO:0016840,GO:0016841	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	SDH_alpha,SDH_beta
AJO88309.1	71421.HI_0289	8.19e-286	782.0	COG0814@1|root,COG0814@2|Bacteria,1NQFA@1224|Proteobacteria,1RQ8Q@1236|Gammaproteobacteria,1Y6TQ@135625|Pasteurellales	135625|Pasteurellales	E	serine transporter	sdaC	-	-	ko:K03837	-	-	-	-	ko00000,ko02000	2.A.42.2.1	-	-	Trp_Tyr_perm
AJO88310.1	71421.HI_0290	0.0	1325.0	COG2217@1|root,COG2217@2|Bacteria,1MU08@1224|Proteobacteria,1RN2C@1236|Gammaproteobacteria,1Y73G@135625|Pasteurellales	135625|Pasteurellales	P	Protein involved in ATP binding, ATPase activity coupled to transmembrane movement of ions phosphorylative mechanism, catalytic activity, copper-exporting ATPase activity, hydrolase activity acting on acid anhydrides catalyzing transmembrane movement of substances, metal ion binding, metal ion transmembrane transporter activity, ATP biosynthetic process, metabolic process and metal ion transport	copA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	3.6.3.54	ko:K17686	ko01524,ko04016,map01524,map04016	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3.5	-	-	E1-E2_ATPase,HMA,Hydrolase
AJO88311.1	1028803.GG9_0703	3.42e-41	135.0	COG2608@1|root,COG2608@2|Bacteria,1NGBD@1224|Proteobacteria,1SJI0@1236|Gammaproteobacteria,1YAM7@135625|Pasteurellales	135625|Pasteurellales	C	Protein involved in metal ion binding and metal ion transport	-	-	-	ko:K07213	ko04978,map04978	-	-	-	ko00000,ko00001	-	-	-	HMA
AJO88312.1	1028803.GG9_0703	3.42e-41	135.0	COG2608@1|root,COG2608@2|Bacteria,1NGBD@1224|Proteobacteria,1SJI0@1236|Gammaproteobacteria,1YAM7@135625|Pasteurellales	135625|Pasteurellales	C	Protein involved in metal ion binding and metal ion transport	-	-	-	ko:K07213	ko04978,map04978	-	-	-	ko00000,ko00001	-	-	-	HMA
AJO88313.1	1028803.GG9_0703	3.42e-41	135.0	COG2608@1|root,COG2608@2|Bacteria,1NGBD@1224|Proteobacteria,1SJI0@1236|Gammaproteobacteria,1YAM7@135625|Pasteurellales	135625|Pasteurellales	C	Protein involved in metal ion binding and metal ion transport	-	-	-	ko:K07213	ko04978,map04978	-	-	-	ko00000,ko00001	-	-	-	HMA
AJO88314.1	1028803.GG9_0703	5.69e-40	132.0	COG2608@1|root,COG2608@2|Bacteria,1NGBD@1224|Proteobacteria,1SJI0@1236|Gammaproteobacteria,1YAM7@135625|Pasteurellales	135625|Pasteurellales	C	Protein involved in metal ion binding and metal ion transport	-	-	-	ko:K07213	ko04978,map04978	-	-	-	ko00000,ko00001	-	-	-	HMA
AJO88315.1	71421.HI_0293	1.62e-87	257.0	COG0789@1|root,COG0789@2|Bacteria,1RGX6@1224|Proteobacteria,1S8ZG@1236|Gammaproteobacteria,1YACS@135625|Pasteurellales	135625|Pasteurellales	K	Protein involved in nucleotide binding, sequence-specific DNA binding transcription factor activity and regulation of transcription DNA-dependent	-	-	-	ko:K19591	-	M00769	-	-	ko00000,ko00002,ko01504,ko03000	-	-	-	MerR,MerR-DNA-bind
AJO88316.1	1028803.GG9_0705	3.61e-71	214.0	COG3060@1|root,COG3060@2|Bacteria,1RH3B@1224|Proteobacteria,1S5ZV@1236|Gammaproteobacteria,1Y8N7@135625|Pasteurellales	135625|Pasteurellales	K	This regulatory protein, when combined with SAM (S- adenosylmethionine) represses the expression of the methionine regulon and of enzymes involved in SAM synthesis	metJ	-	-	ko:K03764	-	-	-	-	ko00000,ko03000	-	-	-	MetJ
AJO88317.1	71421.HI_0295	8.42e-299	815.0	COG1158@1|root,COG1158@2|Bacteria,1MUCF@1224|Proteobacteria,1RP95@1236|Gammaproteobacteria,1Y6S4@135625|Pasteurellales	135625|Pasteurellales	K	Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template	rho	-	-	ko:K03628	ko03018,map03018	-	-	-	ko00000,ko00001,ko03019,ko03021	-	-	-	ATP-synt_ab,Rho_N,Rho_RNA_bind
AJO88318.1	71421.HI_0296	3.73e-145	411.0	COG1989@1|root,COG1989@2|Bacteria,1QHSQ@1224|Proteobacteria,1TFHJ@1236|Gammaproteobacteria,1Y90V@135625|Pasteurellales	135625|Pasteurellales	NOU	type 4 prepilin-like proteins leader peptide-processing enzyme	hofD	-	3.4.23.43	ko:K02506	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_A24
AJO88319.1	1028805.GGC_0644	2.61e-265	729.0	COG1459@1|root,COG1459@2|Bacteria,1MV4U@1224|Proteobacteria,1RNV0@1236|Gammaproteobacteria,1Y76Y@135625|Pasteurellales	135625|Pasteurellales	U	Type II secretory pathway, component PulF	hofC	GO:0002790,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008104,GO:0008150,GO:0009306,GO:0009987,GO:0015031,GO:0015628,GO:0015833,GO:0016020,GO:0032940,GO:0033036,GO:0042886,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098776	-	ko:K02505	-	-	-	-	ko00000,ko02044	-	-	-	T2SSF
AJO88320.1	71421.HI_0298	0.0	878.0	COG2804@1|root,COG2804@2|Bacteria,1MU7V@1224|Proteobacteria,1RMBS@1236|Gammaproteobacteria,1Y7EG@135625|Pasteurellales	135625|Pasteurellales	NU	Type II secretory pathway, ATPase PulE Tfp pilus assembly pathway, ATPase PilB	hofB	-	-	ko:K02504	-	-	-	-	ko00000,ko02044	-	-	-	T2SSE,T2SSE_N
AJO88321.1	1028803.GG9_0710	7.23e-92	270.0	COG4969@1|root,COG4969@2|Bacteria,1N7EQ@1224|Proteobacteria,1SCES@1236|Gammaproteobacteria,1Y8W6@135625|Pasteurellales	135625|Pasteurellales	NU	Major pilin	pilA	GO:0005575,GO:0005623,GO:0009289,GO:0042995,GO:0044464	-	ko:K02682	-	-	-	-	ko00000,ko02044	-	-	-	N_methyl,Pilin
AJO88322.1	71421.HI_0300	2.22e-133	377.0	COG3023@1|root,COG3023@2|Bacteria,1RDHU@1224|Proteobacteria,1S3PG@1236|Gammaproteobacteria,1Y8II@135625|Pasteurellales	135625|Pasteurellales	V	Protein involved in N-acetylmuramoyl-L-alanine amidase activity and peptidoglycan catabolic process	ampD	GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0008150,GO:0008152,GO:0008745,GO:0009056,GO:0009057,GO:0009253,GO:0009254,GO:0016020,GO:0016787,GO:0016810,GO:0016811,GO:0019867,GO:0030203,GO:0043170,GO:0061783,GO:0071704,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575	3.5.1.28	ko:K03806	-	-	-	-	ko00000,ko01000,ko01011	-	-	-	Amidase_2
AJO88323.1	71421.HI_0301	1.34e-202	562.0	COG4535@1|root,COG4535@2|Bacteria,1QTU8@1224|Proteobacteria,1RMKX@1236|Gammaproteobacteria,1Y8B7@135625|Pasteurellales	135625|Pasteurellales	P	Magnesium and cobalt efflux protein	corC	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K06189	-	-	-	-	ko00000,ko02000	9.A.40.1.2	-	-	CBS,CorC_HlyC
AJO88324.1	71421.HI_0302	0.0	990.0	COG0815@1|root,COG0815@2|Bacteria,1MUBU@1224|Proteobacteria,1RM8M@1236|Gammaproteobacteria,1Y79W@135625|Pasteurellales	135625|Pasteurellales	M	Transfers the fatty acyl group on membrane lipoproteins	lnt	-	-	ko:K03820	-	-	-	-	ko00000,ko01000	-	GT2	-	CN_hydrolase
