#query seed_ortholog evalue score eggNOG_OGs max_annot_lvl COG_category Description Preferred_name GOs EC KEGG_ko KEGG_Pathway KEGG_Module KEGG_Reaction KEGG_rclass BRITE KEGG_TC CAZy BiGG_Reaction PFAMs																																																																																																																																																																																																				
AAG07804.1 287.DR97_1594 2.82e-314 858.0 COG0770@1|root	COG0770@2|Bacteria	1QTSF@1224|Proteobacteria	1RMGD@1236|Gammaproteobacteria	1YEEU@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide	the precursor of murein murF GO:0000270	GO:0003674	GO:0003824	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0006022	GO:0006023	GO:0006024	GO:0006807	GO:0008150	GO:0008152	GO:0008766	GO:0009058	GO:0009059	GO:0009252	GO:0009273	GO:0009987	GO:0016874	GO:0016879	GO:0016881	GO:0030203	GO:0034645	GO:0042546	GO:0043170	GO:0044036	GO:0044038	GO:0044085	GO:0044237	GO:0044249	GO:0044260	GO:0044424	GO:0044444	GO:0044464	GO:0047480	GO:0070589	GO:0071554	GO:0071704	GO:0071840	GO:1901135	GO:1901137	GO:1901564	GO:1901566	GO:1901576 6.3.2.10 ko:K01929 ko00300	ko00550	ko01100	ko01502	map00300	map00550	map01100	map01502 - R04573	R04617 RC00064	RC00141 ko00000	ko00001	ko01000	ko01011 - - iB21_1397.B21_00086	iEC042_1314.EC042_0087	iEC55989_1330.EC55989_0082	iECBD_1354.ECBD_3531	iECB_1328.ECB_00087	iECD_1391.ECD_00087	iECIAI1_1343.ECIAI1_0085	iECO103_1326.ECO103_0088	iECO111_1330.ECO111_0089	iECO26_1355.ECO26_0089	iECSE_1348.ECSE_0088	iECW_1372.ECW_m0085	iEKO11_1354.EKO11_3828	iEcE24377_1341.EcE24377A_0088	iEcHS_1320.EcHS_A0092	iEcolC_1368.EcolC_3571	iSBO_1134.SBO_0074	iSSON_1240.SSON_0094	iSbBS512_1146.SbBS512_E0079	iUMNK88_1353.UMNK88_86	iWFL_1372.ECW_m0085	iYL1228.KPN_00090 Mur_ligase	Mur_ligase_C	Mur_ligase_M																																																																																																															
AAG07805.1 287.DR97_1595 0.0 944.0 COG0769@1|root	COG0769@2|Bacteria	1MU6P@1224|Proteobacteria	1RMD6@1236|Gammaproteobacteria	1YE07@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan murE GO:0000270	GO:0003674	GO:0003824	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0006022	GO:0006023	GO:0006024	GO:0006807	GO:0008150	GO:0008152	GO:0008765	GO:0009058	GO:0009059	GO:0009252	GO:0009273	GO:0009987	GO:0016874	GO:0016879	GO:0016881	GO:0030203	GO:0034645	GO:0042546	GO:0043170	GO:0044036	GO:0044038	GO:0044085	GO:0044237	GO:0044249	GO:0044260	GO:0044424	GO:0044444	GO:0044464	GO:0070589	GO:0071554	GO:0071704	GO:0071840	GO:1901135	GO:1901137	GO:1901564	GO:1901566	GO:1901576 6.3.2.13 ko:K01928 ko00300	ko00550	map00300	map00550 - R02788 RC00064	RC00090 ko00000	ko00001	ko01000	ko01011 - - iECO103_1326.ECO103_0087	iECO111_1330.ECO111_0088	iECW_1372.ECW_m0084	iEKO11_1354.EKO11_3829	iWFL_1372.ECW_m0084	ic_1306.c0103 Mur_ligase	Mur_ligase_C	Mur_ligase_M																																																																																																																																						
AAG07806.1 287.DR97_1596 0.0 1136.0 COG0768@1|root	COG0768@2|Bacteria	1MUNY@1224|Proteobacteria	1RNGW@1236|Gammaproteobacteria	1YDTF@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Catalyzes cross-linking of the peptidoglycan cell wall at the division septum ftsI GO:0003674	GO:0003824	GO:0005488	GO:0005575	GO:0005623	GO:0005886	GO:0005887	GO:0008144	GO:0008150	GO:0008658	GO:0008955	GO:0009987	GO:0016020	GO:0016021	GO:0016740	GO:0016757	GO:0016758	GO:0031224	GO:0031226	GO:0031406	GO:0032153	GO:0033218	GO:0033293	GO:0036094	GO:0042221	GO:0042493	GO:0043167	GO:0043168	GO:0043177	GO:0044425	GO:0044459	GO:0044464	GO:0050896	GO:0051301	GO:0071944	GO:0097159	GO:1901363	GO:1901681 3.4.16.4 ko:K03587 ko00550	ko01501	map00550	map01501 - - - ko00000	ko00001	ko01000	ko01011	ko03036 - - iSSON_1240.SSON_0092 PBP_dimer	Transpeptidase																																																																																																																																																			
AAG07807.1 287.DR97_1597 1.94e-60 186.0 COG3116@1|root	COG3116@2|Bacteria	1NI3C@1224|Proteobacteria	1SGSB@1236|Gammaproteobacteria	1YGGW@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria D Essential cell division protein. May link together the upstream cell division proteins	which are predominantly cytoplasmic	with the downstream cell division proteins	which are predominantly periplasmic ftsL - - ko:K03586 - - - - ko00000	ko03036 - - - FtsL																																																																																																																																																																																												
AAG07808.1 287.DR97_1598 1.37e-218 603.0 COG0275@1|root	COG0275@2|Bacteria	1MUT4@1224|Proteobacteria	1RM7M@1236|Gammaproteobacteria	1YE1H@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA rsmH GO:0000154	GO:0001510	GO:0003674	GO:0003824	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0006139	GO:0006364	GO:0006396	GO:0006725	GO:0006807	GO:0008150	GO:0008152	GO:0008168	GO:0008170	GO:0008173	GO:0008649	GO:0008757	GO:0009451	GO:0009987	GO:0010467	GO:0016070	GO:0016072	GO:0016434	GO:0016740	GO:0016741	GO:0022613	GO:0031167	GO:0032259	GO:0034470	GO:0034641	GO:0034660	GO:0042254	GO:0043170	GO:0043412	GO:0043414	GO:0044085	GO:0044237	GO:0044238	GO:0044260	GO:0044424	GO:0044444	GO:0044464	GO:0046483	GO:0070475	GO:0071424	GO:0071704	GO:0071840	GO:0090304	GO:0140098	GO:0140102	GO:1901360 2.1.1.199 ko:K03438 - - - - ko00000	ko01000	ko03009 - - - Methyltransf_5																																																																																																																																								
AAG07809.1 95619.PM1_0206595 2.95e-101 293.0 COG2001@1|root	COG2001@2|Bacteria	1RHCG@1224|Proteobacteria	1S63F@1236|Gammaproteobacteria 1236|Gammaproteobacteria K Negatively regulates its own expression and that of the subsequent genes in the proximal part of the division and cell wall (dcw) gene cluster. Acts by binding directly to DNA. May also regulate the expression of genes outside the dcw cluster mraZ GO:0000976	GO:0001067	GO:0003674	GO:0003676	GO:0003677	GO:0003690	GO:0003700	GO:0005488	GO:0006355	GO:0008150	GO:0009889	GO:0009890	GO:0009892	GO:0010468	GO:0010556	GO:0010558	GO:0010605	GO:0010629	GO:0019219	GO:0019222	GO:0031323	GO:0031324	GO:0031326	GO:0031327	GO:0031333	GO:0043254	GO:0043565	GO:0044087	GO:0044212	GO:0045892	GO:0045934	GO:0048519	GO:0048523	GO:0050789	GO:0050794	GO:0051128	GO:0051129	GO:0051171	GO:0051172	GO:0051252	GO:0051253	GO:0060255	GO:0065007	GO:0080090	GO:0097159	GO:0140110	GO:1901363	GO:1902679	GO:1903506	GO:1903507	GO:1990837	GO:2000112	GO:2000113	GO:2000142	GO:2000143	GO:2001141 - ko:K03925 - - - - ko00000 - - - MraZ																																																																																																																																										
AAG07810.1 287.DR97_1600 5.24e-196 544.0 COG0313@1|root	COG0313@2|Bacteria	1MU0E@1224|Proteobacteria	1RM7U@1236|Gammaproteobacteria	1YDF2@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria H Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA rsmI GO:0000154	GO:0000451	GO:0000453	GO:0001510	GO:0003674	GO:0003824	GO:0006139	GO:0006364	GO:0006396	GO:0006725	GO:0006807	GO:0008150	GO:0008152	GO:0008168	GO:0008171	GO:0008173	GO:0008649	GO:0008757	GO:0009451	GO:0009987	GO:0010467	GO:0016070	GO:0016072	GO:0016434	GO:0016740	GO:0016741	GO:0022613	GO:0031167	GO:0032259	GO:0034470	GO:0034641	GO:0034660	GO:0042254	GO:0043170	GO:0043412	GO:0043414	GO:0044085	GO:0044237	GO:0044238	GO:0044260	GO:0046483	GO:0070677	GO:0071704	GO:0071840	GO:0090304	GO:0140098	GO:0140102	GO:1901360 2.1.1.198 ko:K07056 - - - - ko00000	ko01000	ko03009 - - - TP_methylase																																																																																																																																															
AAG07811.1 287.DR97_1601 0.0 1155.0 COG3107@1|root	COG3107@2|Bacteria	1MUHR@1224|Proteobacteria	1RXX4@1236|Gammaproteobacteria	1YF2D@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M LppC putative lipoprotein lpoA GO:0000270	GO:0003674	GO:0005575	GO:0005623	GO:0006022	GO:0006023	GO:0006024	GO:0006807	GO:0008150	GO:0008152	GO:0009058	GO:0009059	GO:0009252	GO:0009273	GO:0009279	GO:0009987	GO:0016020	GO:0019867	GO:0030203	GO:0030234	GO:0030312	GO:0030313	GO:0031241	GO:0031975	GO:0034645	GO:0042546	GO:0043170	GO:0044036	GO:0044038	GO:0044085	GO:0044237	GO:0044249	GO:0044260	GO:0044425	GO:0044462	GO:0044464	GO:0050790	GO:0065007	GO:0065009	GO:0070589	GO:0071554	GO:0071704	GO:0071840	GO:0071944	GO:0098552	GO:0098772	GO:1901135	GO:1901137	GO:1901564	GO:1901566	GO:1901576 - ko:K07121 - - - - ko00000 - - - LppC																																																																																																																																														
AAG07812.1 1301098.PKB_4532 5.96e-57 179.0 COG0792@1|root	COG0792@2|Bacteria	1N6VN@1224|Proteobacteria	1SC8A@1236|Gammaproteobacteria 1236|Gammaproteobacteria L Belongs to the UPF0102 family yraN - - ko:K07460 - - - - ko00000 - - - UPF0102																																																																																																																																																																																																	
AAG07813.1 287.DR97_1603 2.09e-132 376.0 COG0279@1|root	COG0279@2|Bacteria	1NJ8X@1224|Proteobacteria	1RS1Y@1236|Gammaproteobacteria	1YE5N@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria G Catalyzes the isomerization of sedoheptulose 7-phosphate in D-glycero-D-manno-heptose 7-phosphate gmhA - 5.3.1.28 ko:K03271	ko:K12961 ko00540	ko01100	map00540	map01100 M00064 R05645	R09768	R09769 RC00434 ko00000	ko00001	ko00002	ko01000	ko01005	ko03036 - - - SIS_2																																																																																																																																																																																					
AAG07814.1 287.DR97_1604 1.65e-127 363.0 COG2823@1|root	COG2823@2|Bacteria	1MUZ2@1224|Proteobacteria	1RY2B@1236|Gammaproteobacteria	1YG8H@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S bacterial OsmY and nodulation domain yraP GO:0005575	GO:0005623	GO:0009279	GO:0016020	GO:0019867	GO:0030312	GO:0030313	GO:0031975	GO:0032153	GO:0044462	GO:0044464	GO:0071944 - - - - - - - - - - BON																																																																																																																																																																																					
AAG07815.1 287.DR97_1605 4.9e-81 241.0 COG2969@1|root	COG2969@2|Bacteria	1MZ2Q@1224|Proteobacteria	1S8WT@1236|Gammaproteobacteria	1YG60@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Stringent starvation protein B sspB GO:0000502	GO:0003674	GO:0003676	GO:0003723	GO:0005488	GO:0005515	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0005840	GO:0008150	GO:0009376	GO:0009893	GO:0009894	GO:0009896	GO:0010604	GO:0019222	GO:0019899	GO:0031597	GO:0032781	GO:0032991	GO:0042176	GO:0042802	GO:0042803	GO:0043085	GO:0043226	GO:0043228	GO:0043229	GO:0043232	GO:0043462	GO:0044093	GO:0044424	GO:0044444	GO:0044445	GO:0044464	GO:0045732	GO:0046983	GO:0048518	GO:0050789	GO:0050790	GO:0051117	GO:0051171	GO:0051173	GO:0051246	GO:0051247	GO:0051336	GO:0051345	GO:0060255	GO:0065007	GO:0065009	GO:0080090	GO:0097159	GO:1901363	GO:1902494	GO:1904949	GO:1905368	GO:1905369	GO:1990904 - ko:K03600 - - - - ko00000	ko03021 - - - SspB																																																																																																																																				
AAG07816.1 287.DR97_1606 2.85e-148 417.0 COG0625@1|root	COG0625@2|Bacteria	1MXJD@1224|Proteobacteria	1RP12@1236|Gammaproteobacteria	1YD72@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria O Glutathione S-transferase	C-terminal domain sspA GO:0001000	GO:0003674	GO:0005488	GO:0005515	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0006355	GO:0006950	GO:0008150	GO:0009605	GO:0009889	GO:0009891	GO:0009893	GO:0009991	GO:0010468	GO:0010556	GO:0010557	GO:0010604	GO:0010628	GO:0019219	GO:0019222	GO:0019899	GO:0031323	GO:0031325	GO:0031326	GO:0031328	GO:0031667	GO:0042594	GO:0043175	GO:0044424	GO:0044444	GO:0044464	GO:0045893	GO:0045935	GO:0048518	GO:0048522	GO:0050789	GO:0050794	GO:0050896	GO:0051171	GO:0051173	GO:0051252	GO:0051254	GO:0060255	GO:0065007	GO:0070063	GO:0080090	GO:1902680	GO:1903506	GO:1903508	GO:2000112	GO:2001141 - ko:K03599 - - - - ko00000	ko02000	ko03021 1.A.12.3.1 - - GST_C	GST_N	GST_N_3																																																																																																																																					
AAG07817.1 287.DR97_1607 3.72e-194 537.0 COG2857@1|root	COG2857@2|Bacteria	1QFU2@1224|Proteobacteria	1RN4Y@1236|Gammaproteobacteria	1YD91@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria C Cytochrome C1 family petC - - ko:K00413 ko00190	ko01100	ko02020	ko04260	ko04714	ko04932	ko05010	ko05012	ko05016	map00190	map01100	map02020	map04260	map04714	map04932	map05010	map05012	map05016 M00151	M00152 - - ko00000	ko00001	ko00002 - - - Cytochrom_C1																																																																																																																																																																												
AAG07818.1 287.DR97_1608 8.91e-290 791.0 COG1290@1|root	COG1290@2|Bacteria	1MV97@1224|Proteobacteria	1RNCP@1236|Gammaproteobacteria	1YFG0@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria C Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex)	which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis petB - - ko:K00412 ko00190	ko01100	ko02020	ko04260	ko04714	ko04932	ko05010	ko05012	ko05016	map00190	map01100	map02020	map04260	map04714	map04932	map05010	map05012	map05016 M00151	M00152 - - ko00000	ko00001	ko00002	ko03029 - - - Cytochrom_B_C	Cytochrom_C1	Cytochrome_B																																																																																																																																																																								
AAG07819.1 287.DR97_1609 2.02e-144 406.0 COG0723@1|root	COG0723@2|Bacteria	1RAA2@1224|Proteobacteria	1RP9H@1236|Gammaproteobacteria	1YEC6@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria C Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex)	which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis petA - 1.10.2.2 ko:K00411 ko00190	ko01100	ko02020	ko04260	ko04714	ko04932	ko05010	ko05012	ko05016	map00190	map01100	map02020	map04260	map04714	map04932	map05010	map05012	map05016 M00151	M00152 - - ko00000	ko00001	ko00002	ko01000 - - - Rieske	UCR_Fe-S_N																																																																																																																																																																									
AAG07820.1 287.DR97_1610 3.01e-84 249.0 COG0103@1|root	COG0103@2|Bacteria	1RD4A@1224|Proteobacteria	1S3Q7@1236|Gammaproteobacteria	1YFU2@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria J Ribosomal protein S9/S16 rpsI GO:0000462	GO:0003674	GO:0003676	GO:0003723	GO:0003735	GO:0005198	GO:0005488	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0005840	GO:0006139	GO:0006364	GO:0006396	GO:0006412	GO:0006518	GO:0006725	GO:0006807	GO:0008150	GO:0008152	GO:0009058	GO:0009059	GO:0009987	GO:0010467	GO:0015935	GO:0016070	GO:0016072	GO:0019538	GO:0022613	GO:0022626	GO:0022627	GO:0030490	GO:0032991	GO:0034470	GO:0034641	GO:0034645	GO:0034660	GO:0042254	GO:0042274	GO:0043043	GO:0043170	GO:0043226	GO:0043228	GO:0043229	GO:0043232	GO:0043603	GO:0043604	GO:0044085	GO:0044237	GO:0044238	GO:0044249	GO:0044260	GO:0044267	GO:0044271	GO:0044391	GO:0044422	GO:0044424	GO:0044444	GO:0044445	GO:0044446	GO:0044464	GO:0046483	GO:0071704	GO:0071840	GO:0090304	GO:0097159	GO:1901360	GO:1901363	GO:1901564	GO:1901566	GO:1901576	GO:1990904 - ko:K02996 ko03010	map03010 M00178	M00179 - - br01610	ko00000	ko00001	ko00002	ko03011 - - - Ribosomal_S9																																																																																																																	
AAG07821.1 287.DR97_1611 5.02e-100 290.0 COG0102@1|root	COG0102@2|Bacteria	1RA11@1224|Proteobacteria	1S280@1236|Gammaproteobacteria	1YF4Y@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria J This protein is one of the early assembly proteins of the 50S ribosomal subunit	although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly rplM GO:0003674	GO:0003676	GO:0003723	GO:0003729	GO:0003735	GO:0005198	GO:0005488	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0005840	GO:0006412	GO:0006417	GO:0006518	GO:0006807	GO:0008150	GO:0008152	GO:0008270	GO:0009058	GO:0009059	GO:0009889	GO:0009890	GO:0009892	GO:0009987	GO:0010467	GO:0010468	GO:0010556	GO:0010558	GO:0010605	GO:0010608	GO:0010629	GO:0015934	GO:0017148	GO:0019222	GO:0019538	GO:0019843	GO:0022625	GO:0022626	GO:0031323	GO:0031324	GO:0031326	GO:0031327	GO:0032268	GO:0032269	GO:0032991	GO:0034248	GO:0034249	GO:0034641	GO:0034645	GO:0043043	GO:0043167	GO:0043169	GO:0043170	GO:0043226	GO:0043228	GO:0043229	GO:0043232	GO:0043603	GO:0043604	GO:0044237	GO:0044238	GO:0044249	GO:0044260	GO:0044267	GO:0044271	GO:0044391	GO:0044422	GO:0044424	GO:0044444	GO:0044445	GO:0044446	GO:0044464	GO:0046872	GO:0046914	GO:0048519	GO:0048523	GO:0050789	GO:0050794	GO:0051171	GO:0051172	GO:0051246	GO:0051248	GO:0060255	GO:0065007	GO:0070180	GO:0071704	GO:0080090	GO:0097159	GO:1901363	GO:1901564	GO:1901566	GO:1901576	GO:1990904	GO:2000112	GO:2000113 - ko:K02871 ko03010	map03010 M00178	M00179 - - br01610	ko00000	ko00001	ko00002	ko03011 - - - Ribosomal_L13																																																																																									
AAG07822.1 287.DR97_1612 7.11e-253 693.0 COG0667@1|root	COG0667@2|Bacteria	1MV2Y@1224|Proteobacteria	1RNXH@1236|Gammaproteobacteria	1YDXR@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria C Aldo/keto reductase family tas GO:0003674	GO:0003824	GO:0004033	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0006950	GO:0007154	GO:0008150	GO:0008152	GO:0009267	GO:0009605	GO:0009987	GO:0009991	GO:0016491	GO:0016614	GO:0016616	GO:0031667	GO:0031668	GO:0031669	GO:0033554	GO:0034198	GO:0042594	GO:0044424	GO:0044444	GO:0044464	GO:0050896	GO:0051716	GO:0055114	GO:0071496	GO:1990928 - - - - - - - - - - Aldo_ket_red																																																																																																																																																																
AAG07823.1 287.DR97_1613 3.16e-278 760.0 COG1960@1|root	COG1960@2|Bacteria	1MUDR@1224|Proteobacteria	1RPGB@1236|Gammaproteobacteria	1YE0K@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria I Acyl-CoA dehydrogenase	C-terminal domain - - 1.3.8.7 ko:K00249 ko00071	ko00280	ko00410	ko00640	ko01100	ko01110	ko01130	ko01200	ko01212	ko03320	map00071	map00280	map00410	map00640	map01100	map01110	map01130	map01200	map01212	map03320 M00013	M00036	M00087 R00924	R01175	R01279	R02661	R03172	R03777	R03857	R03990	R04095	R04432	R04751	R04754 RC00052	RC00068	RC00076	RC00095	RC00148	RC00246 ko00000	ko00001	ko00002	ko01000 - - - Acyl-CoA_dh_1	Acyl-CoA_dh_M	Acyl-CoA_dh_N																																																																																																																																																					
